FECHA;SUBDETERMINANTE;POSIBLES;POSITIVAS
28/10/2018;Respeto;29;29
29/10/2018;Respeto;144;139
30/10/2018;Respeto;110;107
31/10/2018;Respeto;108;108
01/11/2018;Respeto;112;111
02/11/2018;Respeto;118;117
03/11/2018;Respeto;49;46
04/11/2018;Respeto;35;35
05/11/2018;Respeto;173;173
06/11/2018;Respeto;177;175
07/11/2018;Respeto;222;222
08/11/2018;Respeto;139;137
09/11/2018;Respeto;235;230
10/11/2018;Respeto;47;47
11/11/2018;Respeto;7;7
12/11/2018;Respeto;253;249
13/11/2018;Respeto;276;272
14/11/2018;Respeto;286;285
15/11/2018;Respeto;207;203
16/11/2018;Respeto;159;159
17/11/2018;Respeto;36;36
18/11/2018;Respeto;27;27
19/11/2018;Respeto;86;86
20/11/2018;Respeto;129;126
21/11/2018;Respeto;116;116
22/11/2018;Respeto;112;112
23/11/2018;Respeto;107;106
24/11/2018;Respeto;29;29
25/11/2018;Respeto;15;15
26/11/2018;Respeto;170;168
27/11/2018;Respeto;122;121
24/09/2018;Saludo;25;21
25/09/2018;Saludo;2;2
26/09/2018;Saludo;10;7
27/09/2018;Saludo;8;6
28/09/2018;Saludo;7;5
01/10/2018;Saludo;103;94
02/10/2018;Saludo;129;102
03/10/2018;Saludo;174;159
04/10/2018;Saludo;256;233
05/10/2018;Saludo;425;343
06/10/2018;Saludo;17;16
07/10/2018;Saludo;11;9
08/10/2018;Saludo;170;151
09/10/2018;Saludo;264;225
10/10/2018;Saludo;245;220
11/10/2018;Saludo;432;379
12/10/2018;Saludo;432;372
13/10/2018;Saludo;13;9
14/10/2018;Saludo;6;5
15/10/2018;Saludo;6;6
16/10/2018;Saludo;338;296
17/10/2018;Saludo;320;290
18/10/2018;Saludo;375;337
19/10/2018;Saludo;354;330
20/10/2018;Saludo;18;16
21/10/2018;Saludo;2;2
22/10/2018;Saludo;110;103
23/10/2018;Saludo;295;271
24/10/2018;Saludo;192;164
25/10/2018;Saludo;169;146
26/10/2018;Saludo;189;175
27/10/2018;Saludo;65;58
28/10/2018;Saludo;29;25
29/10/2018;Saludo;144;128
30/10/2018;Saludo;110;93
31/10/2018;Saludo;108;95
01/11/2018;Saludo;112;98
02/11/2018;Saludo;117;102
03/11/2018;Saludo;48;44
04/11/2018;Saludo;34;30
05/11/2018;Saludo;173;161
06/11/2018;Saludo;177;154
07/11/2018;Saludo;222;184
08/11/2018;Saludo;139;116
09/11/2018;Saludo;233;207
10/11/2018;Saludo;47;41
11/11/2018;Saludo;7;6
12/11/2018;Saludo;253;229
13/11/2018;Saludo;276;247
14/11/2018;Saludo;286;266
15/11/2018;Saludo;205;179
16/11/2018;Saludo;158;138
17/11/2018;Saludo;36;33
18/11/2018;Saludo;28;27
19/11/2018;Saludo;86;80
20/11/2018;Saludo;128;107
21/11/2018;Saludo;116;102
22/11/2018;Saludo;109;95
23/11/2018;Saludo;107;97
24/11/2018;Saludo;29;21
25/11/2018;Saludo;15;12
26/11/2018;Saludo;169;152
27/11/2018;Saludo;121;103
24/09/2018;Segui;17;10
25/09/2018;Segui;1;1
26/09/2018;Segui;7;4
27/09/2018;Segui;3;1
28/09/2018;Segui;3;2
01/10/2018;Segui;14;12
02/10/2018;Segui;7;3
03/10/2018;Segui;16;11
04/10/2018;Segui;24;10
05/10/2018;Segui;16;9
06/10/2018;Segui;3;1
07/10/2018;Segui;0;0
08/10/2018;Segui;28;7
09/10/2018;Segui;42;16
10/10/2018;Segui;12;8
11/10/2018;Segui;40;20
12/10/2018;Segui;25;21
13/10/2018;Segui;4;3
14/10/2018;Segui;0;0
15/10/2018;Segui;0;0
16/10/2018;Segui;22;17
17/10/2018;Segui;22;15
18/10/2018;Segui;25;22
19/10/2018;Segui;34;24
20/10/2018;Segui;1;0
21/10/2018;Segui;0;0
22/10/2018;Segui;20;9
23/10/2018;Segui;76;14
24/10/2018;Segui;20;18
25/10/2018;Segui;3;3
26/10/2018;Segui;8;8
27/10/2018;Segui;2;2
28/10/2018;Segui;0;0
29/10/2018;Segui;10;8
30/10/2018;Segui;13;9
31/10/2018;Segui;15;11
01/11/2018;Segui;7;4
02/11/2018;Segui;7;5
05/11/2018;Segui;6;5
06/11/2018;Segui;12;7
07/11/2018;Segui;6;4
08/11/2018;Segui;13;13
09/11/2018;Segui;5;4
10/11/2018;Segui;1;1
11/11/2018;Segui;1;0
12/11/2018;Segui;8;6
13/11/2018;Segui;7;7
14/11/2018;Segui;9;6
15/11/2018;Segui;3;2
16/11/2018;Segui;11;11
17/11/2018;Segui;1;0
18/11/2018;Segui;1;0
19/11/2018;Segui;8;5
20/11/2018;Segui;15;12
21/11/2018;Segui;9;8
22/11/2018;Segui;5;2
23/11/2018;Segui;4;2
26/11/2018;Segui;9;5
27/11/2018;Segui;7;7
22/10/2018;Seguimiento de Clientes;10;10
23/10/2018;Seguimiento de Clientes;8;7
24/10/2018;Seguimiento de Clientes;1;1
24/09/2018;Servicio personalizado;25;20
25/09/2018;Servicio personalizado;2;2
26/09/2018;Servicio personalizado;10;4
27/09/2018;Servicio personalizado;8;6
28/09/2018;Servicio personalizado;8;5
01/10/2018;Servicio personalizado;103;95
02/10/2018;Servicio personalizado;130;116
03/10/2018;Servicio personalizado;178;160
04/10/2018;Servicio personalizado;259;228
05/10/2018;Servicio personalizado;426;361
06/10/2018;Servicio personalizado;17;14
07/10/2018;Servicio personalizado;11;10
08/10/2018;Servicio personalizado;170;145
09/10/2018;Servicio personalizado;265;215
10/10/2018;Servicio personalizado;244;222
11/10/2018;Servicio personalizado;431;370
12/10/2018;Servicio personalizado;438;382
13/10/2018;Servicio personalizado;13;8
14/10/2018;Servicio personalizado;6;6
15/10/2018;Servicio personalizado;6;6
16/10/2018;Servicio personalizado;345;296
17/10/2018;Servicio personalizado;322;278
18/10/2018;Servicio personalizado;376;349
19/10/2018;Servicio personalizado;353;337
20/10/2018;Servicio personalizado;18;18
21/10/2018;Servicio personalizado;2;2
22/10/2018;Servicio personalizado;111;100
23/10/2018;Servicio personalizado;295;272
24/10/2018;Servicio personalizado;193;153
25/10/2018;Servicio personalizado;170;142
26/10/2018;Servicio personalizado;191;143
27/10/2018;Servicio personalizado;65;56
28/10/2018;Servicio personalizado;29;20
29/10/2018;Servicio personalizado;143;114
30/10/2018;Servicio personalizado;109;82
31/10/2018;Servicio personalizado;108;85
01/11/2018;Servicio personalizado;111;88
02/11/2018;Servicio personalizado;117;92
03/11/2018;Servicio personalizado;49;34
04/11/2018;Servicio personalizado;35;23
05/11/2018;Servicio personalizado;172;140
06/11/2018;Servicio personalizado;176;148
07/11/2018;Servicio personalizado;222;167
08/11/2018;Servicio personalizado;139;100
09/11/2018;Servicio personalizado;233;182
10/11/2018;Servicio personalizado;47;39
11/11/2018;Servicio personalizado;7;4
12/11/2018;Servicio personalizado;252;206
13/11/2018;Servicio personalizado;275;219
14/11/2018;Servicio personalizado;286;249
15/11/2018;Servicio personalizado;207;174
16/11/2018;Servicio personalizado;159;139
17/11/2018;Servicio personalizado;36;30
18/11/2018;Servicio personalizado;27;15
19/11/2018;Servicio personalizado;86;74
20/11/2018;Servicio personalizado;129;115
21/11/2018;Servicio personalizado;116;108
22/11/2018;Servicio personalizado;112;88
23/11/2018;Servicio personalizado;107;87
24/11/2018;Servicio personalizado;29;19
25/11/2018;Servicio personalizado;14;8
26/11/2018;Servicio personalizado;166;125
27/11/2018;Servicio personalizado;122;96
24/09/2018;Simplicidad;3;0
26/09/2018;Simplicidad;1;0
28/09/2018;Simplicidad;0;0
01/10/2018;Simplicidad;6;6
02/10/2018;Simplicidad;7;6
03/10/2018;Simplicidad;16;12
04/10/2018;Simplicidad;29;26
05/10/2018;Simplicidad;14;11
07/10/2018;Simplicidad;1;1
08/10/2018;Simplicidad;5;5
09/10/2018;Simplicidad;6;4
10/10/2018;Simplicidad;8;7
11/10/2018;Simplicidad;1;1
12/10/2018;Simplicidad;90;79
16/10/2018;Simplicidad;69;67
17/10/2018;Simplicidad;57;55
18/10/2018;Simplicidad;10;9
19/10/2018;Simplicidad;2;2
22/10/2018;Simplicidad;16;13
23/10/2018;Simplicidad;36;33
24/10/2018;Simplicidad;45;41
25/10/2018;Simplicidad;46;44
26/10/2018;Simplicidad;63;59
27/10/2018;Simplicidad;38;36
28/10/2018;Simplicidad;26;26
29/10/2018;Simplicidad;45;37
30/10/2018;Simplicidad;22;17
31/10/2018;Simplicidad;38;36
01/11/2018;Simplicidad;32;27
02/11/2018;Simplicidad;46;42
03/11/2018;Simplicidad;38;26
04/11/2018;Simplicidad;31;23
05/11/2018;Simplicidad;70;64
06/11/2018;Simplicidad;14;12
07/11/2018;Simplicidad;73;61
08/11/2018;Simplicidad;33;30
09/11/2018;Simplicidad;125;115
10/11/2018;Simplicidad;27;26
11/11/2018;Simplicidad;4;3
12/11/2018;Simplicidad;112;82
13/11/2018;Simplicidad;154;140
14/11/2018;Simplicidad;157;141
15/11/2018;Simplicidad;57;50
16/11/2018;Simplicidad;26;26
17/11/2018;Simplicidad;12;12
18/11/2018;Simplicidad;23;23
19/11/2018;Simplicidad;14;12
20/11/2018;Simplicidad;5;3
21/11/2018;Simplicidad;7;5
22/11/2018;Simplicidad;22;18
23/11/2018;Simplicidad;12;11
24/11/2018;Simplicidad;8;4
25/11/2018;Simplicidad;10;10
26/11/2018;Simplicidad;51;49
27/11/2018;Simplicidad;40;38
24/09/2018;Simplicidad;25;22
25/09/2018;Simplicidad;2;2
26/09/2018;Simplicidad;10;5
27/09/2018;Simplicidad;8;4
28/09/2018;Simplicidad;8;5
01/10/2018;Simplicidad;103;99
02/10/2018;Simplicidad;130;123
03/10/2018;Simplicidad;178;172
04/10/2018;Simplicidad;261;249
05/10/2018;Simplicidad;426;401
06/10/2018;Simplicidad;17;14
07/10/2018;Simplicidad;11;11
08/10/2018;Simplicidad;170;158
09/10/2018;Simplicidad;265;251
10/10/2018;Simplicidad;249;241
11/10/2018;Simplicidad;432;406
12/10/2018;Simplicidad;438;421
13/10/2018;Simplicidad;13;13
14/10/2018;Simplicidad;6;6
15/10/2018;Simplicidad;6;6
16/10/2018;Simplicidad;345;326
17/10/2018;Simplicidad;322;287
18/10/2018;Simplicidad;376;355
19/10/2018;Simplicidad;354;344
20/10/2018;Simplicidad;18;18
21/10/2018;Simplicidad;2;2
22/10/2018;Simplicidad;88;85
23/10/2018;Simplicidad;242;236
24/10/2018;Simplicidad;151;143
25/10/2018;Simplicidad;126;117
26/10/2018;Simplicidad;128;112
27/10/2018;Simplicidad;28;27
28/10/2018;Simplicidad;3;3
29/10/2018;Simplicidad;91;87
30/10/2018;Simplicidad;92;86
31/10/2018;Simplicidad;70;69
01/11/2018;Simplicidad;81;75
02/11/2018;Simplicidad;72;69
03/11/2018;Simplicidad;10;9
04/11/2018;Simplicidad;4;3
05/11/2018;Simplicidad;102;96
06/11/2018;Simplicidad;153;148
07/11/2018;Simplicidad;143;132
08/11/2018;Simplicidad;89;82
09/11/2018;Simplicidad;107;97
10/11/2018;Simplicidad;20;17
11/11/2018;Simplicidad;4;3
12/11/2018;Simplicidad;125;118
13/11/2018;Simplicidad;106;99
14/11/2018;Simplicidad;119;114
15/11/2018;Simplicidad;144;136
16/11/2018;Simplicidad;129;123
17/11/2018;Simplicidad;24;23
18/11/2018;Simplicidad;7;7
19/11/2018;Simplicidad;71;69
20/11/2018;Simplicidad;126;121
21/11/2018;Simplicidad;106;102
22/11/2018;Simplicidad;101;95
23/11/2018;Simplicidad;93;83
24/11/2018;Simplicidad;13;13
25/11/2018;Simplicidad;5;5
26/11/2018;Simplicidad;109;100
27/11/2018;Simplicidad;86;80
24/09/2018;Solucion;22;11
25/09/2018;Solucion;2;1
26/09/2018;Solucion;9;4
27/09/2018;Solucion;5;2
28/09/2018;Solucion;6;4
01/10/2018;Solucion;60;54
02/10/2018;Solucion;85;69
03/10/2018;Solucion;146;97
04/10/2018;Solucion;201;133
05/10/2018;Solucion;128;90
06/10/2018;Solucion;17;12
07/10/2018;Solucion;11;8
08/10/2018;Solucion;126;105
09/10/2018;Solucion;228;191
10/10/2018;Solucion;101;83
11/10/2018;Solucion;187;137
12/10/2018;Solucion;186;164
13/10/2018;Solucion;13;8
14/10/2018;Solucion;6;6
15/10/2018;Solucion;6;6
16/10/2018;Solucion;173;153
17/10/2018;Solucion;145;121
18/10/2018;Solucion;233;199
19/10/2018;Solucion;274;237
20/10/2018;Solucion;18;11
21/10/2018;Solucion;2;2
22/10/2018;Solucion;62;52
23/10/2018;Solucion;203;169
24/10/2018;Solucion;117;93
25/10/2018;Solucion;136;124
26/10/2018;Solucion;153;126
27/10/2018;Solucion;61;51
28/10/2018;Solucion;29;28
29/10/2018;Solucion;99;70
30/10/2018;Solucion;66;55
31/10/2018;Solucion;78;71
01/11/2018;Solucion;81;64
02/11/2018;Solucion;82;67
03/11/2018;Solucion;47;28
04/11/2018;Solucion;35;20
05/11/2018;Solucion;128;107
06/11/2018;Solucion;106;82
07/11/2018;Solucion;142;123
08/11/2018;Solucion;74;63
09/11/2018;Solucion;179;151
10/11/2018;Solucion;46;38
11/11/2018;Solucion;5;2
12/11/2018;Solucion;170;130
13/11/2018;Solucion;199;139
14/11/2018;Solucion;222;184
15/11/2018;Solucion;108;88
16/11/2018;Solucion;105;87
17/11/2018;Solucion;36;25
18/11/2018;Solucion;24;23
19/11/2018;Solucion;77;49
20/11/2018;Solucion;57;47
21/11/2018;Solucion;52;46
22/11/2018;Solucion;80;64
23/11/2018;Solucion;65;46
24/11/2018;Solucion;21;15
25/11/2018;Solucion;15;12
26/11/2018;Solucion;98;88
27/11/2018;Solucion;79;66
24/09/2018;Solucion;3;2
01/10/2018;Solucion;22;19
02/10/2018;Solucion;38;32
03/10/2018;Solucion;22;20
04/10/2018;Solucion;39;38
05/10/2018;Solucion;265;242
08/10/2018;Solucion;34;33
09/10/2018;Solucion;25;24
10/10/2018;Solucion;124;114
11/10/2018;Solucion;173;162
12/10/2018;Solucion;185;166
16/10/2018;Solucion;130;121
17/10/2018;Solucion;127;115
18/10/2018;Solucion;123;113
19/10/2018;Solucion;51;50
22/10/2018;Solucion;27;27
23/10/2018;Solucion;43;43
24/10/2018;Solucion;55;51
25/10/2018;Solucion;26;24
26/10/2018;Solucion;25;25
29/10/2018;Solucion;31;28
30/10/2018;Solucion;34;33
31/10/2018;Solucion;16;15
01/11/2018;Solucion;25;25
02/11/2018;Solucion;24;23
05/11/2018;Solucion;31;27
06/11/2018;Solucion;54;53
07/11/2018;Solucion;48;44
08/11/2018;Solucion;27;26
09/11/2018;Solucion;37;37
12/11/2018;Solucion;45;45
13/11/2018;Solucion;49;48
14/11/2018;Solucion;41;40
15/11/2018;Solucion;79;74
16/11/2018;Solucion;35;34
20/11/2018;Solucion;58;54
21/11/2018;Solucion;56;53
22/11/2018;Solucion;22;22
23/11/2018;Solucion;25;23
26/11/2018;Solucion;36;33
27/11/2018;Solucion;26;26
24/09/2018;Transacion;22;16
25/09/2018;Transacion;2;1
26/09/2018;Transacion;9;4
27/09/2018;Transacion;7;5
28/09/2018;Transacion;7;4
01/10/2018;Transacion;53;52
02/10/2018;Transacion;73;71
03/10/2018;Transacion;87;77
04/10/2018;Transacion;102;95
05/10/2018;Transacion;175;169
06/10/2018;Transacion;4;4
07/10/2018;Transacion;8;6
08/10/2018;Transacion;60;59
09/10/2018;Transacion;120;115
10/10/2018;Transacion;129;126
11/10/2018;Transacion;186;166
12/10/2018;Transacion;237;228
13/10/2018;Transacion;6;6
14/10/2018;Transacion;2;2
15/10/2018;Transacion;0;0
16/10/2018;Transacion;163;159
17/10/2018;Transacion;148;139
18/10/2018;Transacion;208;201
19/10/2018;Transacion;211;202
20/10/2018;Transacion;5;5
21/10/2018;Transacion;1;1
22/10/2018;Transacion;54;53
23/10/2018;Transacion;124;111
24/10/2018;Transacion;97;92
25/10/2018;Transacion;122;115
26/10/2018;Transacion;127;118
27/10/2018;Transacion;39;36
28/10/2018;Transacion;26;22
29/10/2018;Transacion;91;78
30/10/2018;Transacion;61;53
31/10/2018;Transacion;74;69
01/11/2018;Transacion;70;60
02/11/2018;Transacion;65;56
03/11/2018;Transacion;42;28
04/11/2018;Transacion;31;19
05/11/2018;Transacion;113;95
06/11/2018;Transacion;81;76
07/11/2018;Transacion;120;107
08/11/2018;Transacion;68;67
09/11/2018;Transacion;176;151
10/11/2018;Transacion;34;32
11/11/2018;Transacion;3;2
12/11/2018;Transacion;179;144
13/11/2018;Transacion;201;174
14/11/2018;Transacion;202;181
15/11/2018;Transacion;126;116
16/11/2018;Transacion;92;90
17/11/2018;Transacion;19;18
18/11/2018;Transacion;22;22
19/11/2018;Transacion;30;28
20/11/2018;Transacion;62;55
21/11/2018;Transacion;65;60
22/11/2018;Transacion;56;51
23/11/2018;Transacion;38;32
24/11/2018;Transacion;13;10
25/11/2018;Transacion;10;9
26/11/2018;Transacion;93;86
27/11/2018;Transacion;62;61
24/09/2018;Validacion Datos;20;17
25/09/2018;Validacion Datos;1;1
26/09/2018;Validacion Datos;9;4
27/09/2018;Validacion Datos;5;4
28/09/2018;Validacion Datos;5;2
01/10/2018;Validacion Datos;37;35
02/10/2018;Validacion Datos;63;55
03/10/2018;Validacion Datos;73;63
04/10/2018;Validacion Datos;106;95
05/10/2018;Validacion Datos;162;152
06/10/2018;Validacion Datos;6;6
07/10/2018;Validacion Datos;0;0
08/10/2018;Validacion Datos;52;50
09/10/2018;Validacion Datos;67;56
10/10/2018;Validacion Datos;102;97
11/10/2018;Validacion Datos;171;155
12/10/2018;Validacion Datos;166;157
13/10/2018;Validacion Datos;4;4
14/10/2018;Validacion Datos;3;3
15/10/2018;Validacion Datos;0;0
16/10/2018;Validacion Datos;137;130
17/10/2018;Validacion Datos;120;108
18/10/2018;Validacion Datos;168;159
19/10/2018;Validacion Datos;216;215
20/10/2018;Validacion Datos;5;3
21/10/2018;Validacion Datos;0;0
22/10/2018;Validacion Datos;58;53
23/10/2018;Validacion Datos;129;121
24/10/2018;Validacion Datos;100;94
25/10/2018;Validacion Datos;92;85
26/10/2018;Validacion Datos;102;86
27/10/2018;Validacion Datos;41;38
28/10/2018;Validacion Datos;25;23
29/10/2018;Validacion Datos;85;73
30/10/2018;Validacion Datos;54;52
31/10/2018;Validacion Datos;74;68
01/11/2018;Validacion Datos;61;57
02/11/2018;Validacion Datos;59;52
03/11/2018;Validacion Datos;38;35
04/11/2018;Validacion Datos;32;29
05/11/2018;Validacion Datos;113;106
06/11/2018;Validacion Datos;68;64
07/11/2018;Validacion Datos;119;111
08/11/2018;Validacion Datos;64;62
09/11/2018;Validacion Datos;163;146
10/11/2018;Validacion Datos;33;32
11/11/2018;Validacion Datos;2;2
12/11/2018;Validacion Datos;161;154
13/11/2018;Validacion Datos;201;177
14/11/2018;Validacion Datos;196;190
15/11/2018;Validacion Datos;115;111
16/11/2018;Validacion Datos;87;77
17/11/2018;Validacion Datos;23;19
18/11/2018;Validacion Datos;23;22
19/11/2018;Validacion Datos;31;29
20/11/2018;Validacion Datos;56;52
21/11/2018;Validacion Datos;47;46
22/11/2018;Validacion Datos;56;53
23/11/2018;Validacion Datos;36;31
24/11/2018;Validacion Datos;9;9
25/11/2018;Validacion Datos;13;13
26/11/2018;Validacion Datos;92;79
27/11/2018;Validacion Datos;62;51
24/09/2018;SD;1;1
01/10/2018;SD;0;0
03/10/2018;SD;0;0
04/10/2018;SD;0;0
05/10/2018;SD;0;0
06/10/2018;SD;0;0
08/10/2018;SD;0;0
09/10/2018;SD;0;0
10/10/2018;SD;5;5
11/10/2018;SD;1;1
12/10/2018;SD;0;0
15/10/2018;SD;0;0
16/10/2018;SD;0;0
17/10/2018;SD;0;0
18/10/2018;SD;0;0
19/10/2018;SD;1;1
20/10/2018;SD;0;0
22/10/2018;SD;0;0
23/10/2018;SD;1;1
24/10/2018;SD;0;0
25/10/2018;SD;0;0
26/10/2018;SD;0;0
30/10/2018;SD;0;0
22/10/2018;Compromiso;1;1
23/10/2018;Compromiso;8;5
24/10/2018;Compromiso;3;1
26/10/2018;Compromiso;4;1
29/10/2018;Compromiso;6;4
01/11/2018;Compromiso;1;1
02/11/2018;Compromiso;2;2
05/11/2018;Compromiso;2;2
06/11/2018;Compromiso;6;3
07/11/2018;Compromiso;11;1
08/11/2018;Compromiso;16;6
09/11/2018;Compromiso;2;1
12/11/2018;Compromiso;10;8
13/11/2018;Compromiso;8;2
14/11/2018;Compromiso;7;4
15/11/2018;Compromiso;7;4
16/11/2018;Compromiso;5;2
21/11/2018;Compromiso;3;0
23/11/2018;Compromiso;8;4
26/11/2018;Compromiso;5;5
27/11/2018;Compromiso;2;2
